4,2053165551,Sat Jun 06 03:31:53 PDT 2009,NO_QUERY,justamoochin,@kevin_hoare morning..omg i dont normally eat..not a foodie..but home made chips who wouldnt!!  x,4,1
4,2063538185,Sun Jun 07 03:04:00 PDT 2009,NO_QUERY,carlos_teran,"Well, I'm gonna try to sleep for a while. Good night!. ",4,1
0,2190958965,Tue Jun 16 04:10:37 PDT 2009,NO_QUERY,Baber_S,Oh bollox...didn't realise it was HIM! Feel bad now ,0,0
0,2245074063,Fri Jun 19 15:37:06 PDT 2009,NO_QUERY,alixandramarric,"If I went home today and found that my ersey had come in the mail, I'd so happy. But I know better than that. Boo ",0,0
4,1984815801,Sun May 31 15:51:54 PDT 2009,NO_QUERY,maaikeanne,Going to bed with a really bad headache ... but looking forward to lovely dreams of @Ravenatic  &lt;3,4,1
0,1964055537,Fri May 29 13:39:22 PDT 2009,NO_QUERY,ashlita7,wow i love how we have no headache medicine in this house. ,0,0
0,2195315587,Tue Jun 16 10:58:09 PDT 2009,NO_QUERY,RusticaPhilly,@kristenlubbe love that SATC movie. although the majority of it is so very very painful. ,0,0
0,2285853221,Mon Jun 22 15:40:08 PDT 2009,NO_QUERY,jyfulmama,Had a YUMMY dinner...grilled chicken salad...mmmmmmmm...unfortunately not as excited about doing the dishes that FANTASTIC dinner created ,0,0
0,1792424567,Wed May 13 23:05:47 PDT 2009,NO_QUERY,britstreh20,FTSK is in Wisconsin...stupid finals are in my way of going to see them ,0,0
4,1883640683,Fri May 22 08:52:31 PDT 2009,NO_QUERY,AMWick,chillaxin by the pool ,4,1
4,1998230225,Mon Jun 01 18:12:31 PDT 2009,NO_QUERY,marikeda,@vrick eu tenho essa poder migs...assusto as pessoas on the line.  hahahahahaha,4,1
0,2032444918,Thu Jun 04 11:16:01 PDT 2009,NO_QUERY,360Media,@collective_soul ahhhh sad. ,0,0
4,2174972681,Sun Jun 14 23:45:56 PDT 2009,NO_QUERY,JessiieCullen,is missing @chloe241... You're going to do great! Gonna order the BIG W catalogue. ,4,1
0,1882285706,Fri May 22 06:35:31 PDT 2009,NO_QUERY,caasheew,@abrad45 it's more of a shut my blackberry up kind of thing.  but don't feel left out. It bugs me equally for all peoples messages!,0,0
4,1978186418,Sat May 30 22:39:36 PDT 2009,NO_QUERY,KellyG5,@scarletmandy well you are far to kind! and THAT is why I LOVE you  So when are ya coming to Toronto so I can LIFT you?,4,1
4,1975456239,Sat May 30 15:11:41 PDT 2009,NO_QUERY,yasminflower,@CrisXmusic Will Do ,4,1
4,2051191261,Fri Jun 05 21:02:01 PDT 2009,NO_QUERY,KyannaMaiLee,Drake &quot;Best I ever had&quot; is one of my fav songz! it makes me happy hearin it!  @drakkardnoir,4,1
0,1966467782,Fri May 29 17:49:18 PDT 2009,NO_QUERY,terramichele,Super discouraging day: sketchy interview &amp; no luck on selling my car. Boo!  #fb,0,0
4,1971676674,Sat May 30 07:38:58 PDT 2009,NO_QUERY,voltaireroxas,Gd morning tweeties ,4,1
0,2297982793,Tue Jun 23 11:06:42 PDT 2009,NO_QUERY,ProminentlyPosh,"@jazzygladly well since she's OK, I'm gonna kick her ass for scaring the shit outta me, I didn't know what was going on out there ",0,0
0,2188309751,Mon Jun 15 21:39:56 PDT 2009,NO_QUERY,Argelmatta,Missed Larty king  but Finding memo is on !!!! time to sleep and put my iPhone off !!! nite every1,0,0
4,1977106458,Sat May 30 20:07:05 PDT 2009,NO_QUERY,mikepnyc,Downloaded the amazon kindle appfor iPhone a while back. Just now tooling with it. It actually quite snazzy. ,4,1
4,2187414827,Mon Jun 15 20:14:52 PDT 2009,NO_QUERY,kaylabeth15,yo yo yo. im at katzillas house. ,4,1
4,1989640850,Mon Jun 01 02:16:39 PDT 2009,NO_QUERY,cheskaaah,time for me to go to rehearsals... i love this feeling ,4,1
0,1992883754,Mon Jun 01 09:28:45 PDT 2009,NO_QUERY,angeloys,Woo hoo! Free or so I thought. Now we're off to the Metro Centre! Shopping  #FML,0,0
0,2219131721,Wed Jun 17 23:51:49 PDT 2009,NO_QUERY,layer8,off for 2 days of vacation but I'll have to complete one last thing ,0,0
4,1551555264,Sat Apr 18 09:21:55 PDT 2009,NO_QUERY,Scotty2cky,The Audition are playing with Madina Lake now ,4,1
0,2189462771,Tue Jun 16 00:05:16 PDT 2009,NO_QUERY,pastacl,"@stitchie I did, no sign to be found   I'm so cannot get use of using other type of phone.  So handicap ",0,0
4,2191941226,Tue Jun 16 06:14:24 PDT 2009,NO_QUERY,erinblaskie,"Ok, jumping in the car, grabbing coffee and then heading back to make my way further through my e-mail mountain. Replies are coming! ",4,1
0,2298259361,Tue Jun 23 11:27:17 PDT 2009,NO_QUERY,MrsLarter,somehow got sucked into being the model today and got ZERO paperwork done ,0,0
4,2052015432,Fri Jun 05 23:24:55 PDT 2009,NO_QUERY,euannelyn,Downloading Confessions of a Shopaholic. ,4,1
4,1678312575,Sat May 02 06:17:26 PDT 2009,NO_QUERY,Siimoneee1,Saturday  WooHoo  Partytimee ...,4,1
0,1977212433,Sat May 30 20:23:40 PDT 2009,NO_QUERY,ChefetteBiz,"Ugh.....tomorrow is going to be a LOOOOOOOOOOOOOOOOOOONG day. Courtside 8:30-4, CPI 5:30-Bed ",0,0
4,1985298871,Sun May 31 16:50:04 PDT 2009,NO_QUERY,adeuso,@yourvegas and I am sure they will be brilliant as usual ,4,1
0,2178031145,Mon Jun 15 07:05:26 PDT 2009,NO_QUERY,39Rene,Have one extremely crabby baby right now. ,0,0
4,2056068400,Sat Jun 06 10:28:08 PDT 2009,NO_QUERY,ShivaunD,@yelyahwilliams Hayley  You okayy?? xx,4,1
4,1992957986,Mon Jun 01 09:35:57 PDT 2009,NO_QUERY,ilyhughjackman,@MissAdraPage Yep. :] so...uh...you don't have to answer me but what state do you live in? just wondering. ,4,1
4,1986495498,Sun May 31 18:54:54 PDT 2009,NO_QUERY,NullysRodrigues,dinner with my friends andy and wale!!! ,4,1
4,2068136978,Sun Jun 07 13:33:44 PDT 2009,NO_QUERY,helenjones_93,Philip's dancing is...ermm...unique :S  Kate to Win the Apprentice ,4,1
4,1551211512,Sat Apr 18 08:26:45 PDT 2009,NO_QUERY,mattiemshaw,Give someone you love a hug ,4,1
4,2048028527,Fri Jun 05 14:33:06 PDT 2009,NO_QUERY,allison_larson,And there's something about you that makes me fly. You're a heart attack...just the kind I like  ♫,4,1
4,1676870311,Fri May 01 23:31:03 PDT 2009,NO_QUERY,kravmascara,@JimmyVo hows it goin? Hope u gonna take time out? Every time i read your and Laura blog think must start! Take it easy tweet later ,4,1
4,1979056025,Sun May 31 01:27:41 PDT 2009,NO_QUERY,Innuendoo,@jinxman no worries ,4,1
4,2190235123,Tue Jun 16 02:09:02 PDT 2009,NO_QUERY,cloudbreaking,Calling all electronic music fans...be sure to check out @spankmachmusic  wikked LA/Sydney based trio &gt; www.spankingmachinemusic.com,4,1
0,2259758483,Sat Jun 20 18:06:52 PDT 2009,NO_QUERY,briannalina,"@mattjorgdbb yeah, i know  But I've just kept tweeting #dontyoulove and #dontyouhate tweets whenever they come to mind ;)",0,0
4,2014263871,Wed Jun 03 00:57:59 PDT 2009,NO_QUERY,HeyImJustine,YES! New song and it's almost done. ,4,1
0,2183789103,Mon Jun 15 14:59:21 PDT 2009,NO_QUERY,cenadi,"So very tired and extremely big day tomorrow. Three events, likely to be a 13hr day ",0,0
0,2202102407,Tue Jun 16 21:14:43 PDT 2009,NO_QUERY,_strokemyEGO,@Britneezy whyyyyyyyyyyy?  Well what the hell do we get today?,0,0
0,2015056029,Wed Jun 03 03:33:46 PDT 2009,NO_QUERY,Tet27,says check out the news about the h1n1 case of dlsu  http://plurk.com/p/y3t84,0,0
4,2063587545,Sun Jun 07 03:16:08 PDT 2009,NO_QUERY,harper_andy,It's 5:15 in the morning! Is anybody actually up this morning? ,4,1
0,2063664018,Sun Jun 07 03:35:04 PDT 2009,NO_QUERY,sweatlee,feels really down ,0,0
4,2015770136,Wed Jun 03 05:28:39 PDT 2009,NO_QUERY,imprettytough,"gooo queensland  , just finished homework",4,1
4,1827828211,Sun May 17 11:31:53 PDT 2009,NO_QUERY,IrisCook,Big shout out to my Norwegian followers! Today is your day! Happy 17th of may! ,4,1
0,1984271457,Sun May 31 14:46:44 PDT 2009,NO_QUERY,BathBodySupply,"is wondering why I can't find a pair of tan, peep-toe pumps that are cute...even @zappos doesn't have any I like. ",0,0
4,1991019226,Mon Jun 01 06:14:25 PDT 2009,NO_QUERY,fineartist56,i'm lovign loren cause he is soo cute ,4,1
0,1974904163,Sat May 30 14:02:58 PDT 2009,NO_QUERY,MzMonaLisa,RESPONSES 2 SPECTACULAR | PRETTY RICKY NEW SINGLE: TIPSY I... http://bit.ly/Ad0NI  o lord as i watch this video  smh,0,0
4,1881139999,Fri May 22 03:44:04 PDT 2009,NO_QUERY,xtashacanningx,@Codyhodkinson good luck with ur exam  tell the others also ,4,1
4,2064688121,Sun Jun 07 06:55:41 PDT 2009,NO_QUERY,KellyG5,http://twitpic.com/6tbsy - @bondservant4jc no way  Well I would have been 7 here... Im an October baby too! October 16th ,4,1
4,2184600708,Mon Jun 15 16:08:47 PDT 2009,NO_QUERY,SarSMB,@CHRISDJMOYLES I'm gonna be on BBLB tomorrow ,4,1
0,2056226979,Sat Jun 06 10:45:30 PDT 2009,NO_QUERY,adam19493,whos idea was it to have cereals 2009 20 miles down the road on the same day as exams? ,0,0
0,1977272813,Sat May 30 20:33:18 PDT 2009,NO_QUERY,tsujhanna,just got viruses on computer.. suck damn ,0,0
0,2247510471,Fri Jun 19 19:12:17 PDT 2009,NO_QUERY,NloveH,Em thich sau nay se kinh doanh vê thơi trang nhưng lai nga�?n ngẫm những quyên sach kinh tê day côm. Vây rôt cuôc em muôn gi đây? Hix ,0,0
4,1694607243,Mon May 04 03:23:05 PDT 2009,NO_QUERY,vintageaffair,"Just booked my tickets for London on thursday, i'm so exicted ",4,1
0,1834765394,Mon May 18 04:07:48 PDT 2009,NO_QUERY,nthearmsofsl33p,Good morning twitlings. I'm exhausted ,0,0
0,2178186720,Mon Jun 15 07:19:34 PDT 2009,NO_QUERY,Aussie_Shell,@DonnieWahlberg ....so DDub ya Aussie army aint at attention at the moment  ....do we get any info or any kind of explanation??,0,0
0,2183272553,Mon Jun 15 14:16:46 PDT 2009,NO_QUERY,derouiche,@NickkkJonasss when are you coming to Manchester. I couldn't get tickets but I really want to see you guyssss  xxxx,0,0
0,2284634725,Mon Jun 22 14:07:26 PDT 2009,NO_QUERY,johnage,Wow. Maths is kinda boring. I wanna be in computing with @YourAllCats but i cant  bet she is reading this too laughing....,0,0
4,2176563752,Mon Jun 15 04:12:10 PDT 2009,NO_QUERY,louiealdip,going 2 change and fix my things now.back lateeeeeeeer ,4,1
0,1956355272,Thu May 28 21:42:07 PDT 2009,NO_QUERY,voodoodollyanna,wtf is wrong with ym ,0,0
4,2183176141,Mon Jun 15 14:08:55 PDT 2009,NO_QUERY,organicmania,"Ok, too much downer news today. I'm posting about organic savings tomorrow! ",4,1
4,1834760327,Mon May 18 04:06:44 PDT 2009,NO_QUERY,Smile_Hunt,We are inclined to believe those whom we do not know because they have never deceived us. .... ,4,1
0,2192537017,Tue Jun 16 07:11:00 PDT 2009,NO_QUERY,eric_mack,can't believe it's only 10am ,0,0
4,2068058465,Sun Jun 07 13:25:36 PDT 2009,NO_QUERY,Sarah_Stuart,@eunice007 http://twitpic.com/5p2vx - good eye Eunice! congratulations! i like your new boyfriend already!  Nice to meet you Mr Eunice ...,4,1
0,2259374507,Sat Jun 20 17:28:29 PDT 2009,NO_QUERY,phoenix_michiko,If I could see the back of my head I would trim my hair myself...alas I cannot ,0,0
0,1975131988,Sat May 30 14:30:50 PDT 2009,NO_QUERY,estherrozella,Now it's the cotton eyed joe and my loser sister is dancing to it! ,0,0
0,2056807296,Sat Jun 06 11:49:55 PDT 2009,NO_QUERY,quitta_bonita,"Its looks like its gonna rain.   I'd much rather sit home, take naps, and watch movies until I have to go pick up my hubby from work.",0,0
4,1694835084,Mon May 04 04:18:14 PDT 2009,NO_QUERY,el_perverso,finish some sketches und then go out an skate! Yeeeehaaa! got a new deck ,4,1
0,2053771881,Sat Jun 06 05:39:11 PDT 2009,NO_QUERY,x3Vanessaaaaa,@sandwichgirl24 I Only Have 51 ,0,0
4,1980074389,Sun May 31 05:35:38 PDT 2009,NO_QUERY,actsmg,"Turning on some loud music, opening every window, every door. It is summer right? ",4,1
0,2252321579,Sat Jun 20 06:00:21 PDT 2009,NO_QUERY,vee8,"Don't bring up Webber's performance last year, DC. We remember what happened in the race! ",0,0
0,1992639429,Mon Jun 01 09:04:56 PDT 2009,NO_QUERY,TheMole23,"@Kenji_8055 damn, thats better than I. I got mine after an hour ",0,0
4,2015313587,Wed Jun 03 04:19:29 PDT 2009,NO_QUERY,ebowuk,@primatage be great if it worked in Chrome ,4,1
4,1553616268,Sat Apr 18 14:44:55 PDT 2009,NO_QUERY,jadamour,@YAGIRLJCDUBBLE  hey lady! I see yah over there!! ,4,1
0,2202818508,Tue Jun 16 22:28:28 PDT 2009,NO_QUERY,allvishal,"@kokobano Hello! BTW, I checked with my half-Malayalee cousin, and she assures me that there's no such thing as Mallu Hawtboys. Sorry ",0,0
0,1999475135,Mon Jun 01 20:16:58 PDT 2009,NO_QUERY,manupenque,Maybe they are just Lost. ,0,0
0,2203282149,Tue Jun 16 23:24:06 PDT 2009,NO_QUERY,maixs,bb bold tèo rồi  contacts and memos haven't recently been synced. damn it!!!!,0,0
4,1980465435,Sun May 31 06:49:29 PDT 2009,NO_QUERY,BricePaige,sunbathing in my garden now covered in factor 8 ,4,1
0,2202350656,Tue Jun 16 21:38:56 PDT 2009,NO_QUERY,PlaysWithSqrrls,I'm scared for @shanedawson he has like porn ppl spamming his channel saying bad stuff it makes me sad cuz he might get raped  im scurred.,0,0
0,1982172298,Sun May 31 10:40:24 PDT 2009,NO_QUERY,xKymmyx,@citizencoop thats not good  u needz a better fan ,0,0
4,2177097976,Mon Jun 15 05:26:41 PDT 2009,NO_QUERY,crazyjack24,&quot;your logic is as logical as a piece of shit!!&quot; statement of the day ,4,1
4,2176928437,Mon Jun 15 05:04:40 PDT 2009,NO_QUERY,kllesk,"Wishing for a good nap zzZZZZZzzzZZZZZzzzz ops, time to work now ",4,1
4,2059831548,Sat Jun 06 17:43:29 PDT 2009,NO_QUERY,ffunnyguy,"@blackgrapes  what are you naming them? If you need help, I can help you name them - 100,000 fishes",4,1
0,2069223786,Sun Jun 07 15:29:15 PDT 2009,NO_QUERY,juliamusic101,@TV_TV I tried to ride my bike today and it had flat tires ,0,0
0,2245932574,Fri Jun 19 16:51:04 PDT 2009,NO_QUERY,smallstakes,is it supposed to rain like this all day? we're going to the AFL tonight ,0,0
4,1986642256,Sun May 31 19:07:15 PDT 2009,NO_QUERY,shelbysnyder,i love pla mor shelby ,4,1
4,1984277246,Sun May 31 14:47:25 PDT 2009,NO_QUERY,stevodevo,@kevinbehr Found you through @MrTweet. Look forward to your insight on all matters IT!    Great to meet you.,4,1
0,1985840170,Sun May 31 17:52:18 PDT 2009,NO_QUERY,bretthelms,"@mileycyrus No, i saw her too. Her oufit &amp; hair are gross ",0,0
0,2264971215,Sun Jun 21 05:26:59 PDT 2009,NO_QUERY,JenniferLove146,"@sweet_starling Yes, it's a terrible movie from the late 80's starring Patrick Swayze as a bouncer. Hubby loves it though ",0,0
4,1880532655,Fri May 22 01:34:50 PDT 2009,NO_QUERY,Bankaaa,Now theres something u dont see everyday  good girl ,4,1
0,2177799367,Mon Jun 15 06:43:18 PDT 2009,NO_QUERY,sleazysleaze,Im lying alone.. Wit my head on e phone.. Thinking of u till it hurts. Down wit a fever! Just my luck.  - http://tweet.sg,0,0
4,1564831725,Mon Apr 20 05:04:32 PDT 2009,NO_QUERY,55KRC,@SuzyWelch  WKRC...   Thanks for the conversation.  Was a great interview,4,1
4,1979269224,Sun May 31 02:19:35 PDT 2009,NO_QUERY,trigger_101,@karlusss oh I seeee haha. Fair play then ,4,1
4,2188110267,Mon Jun 15 21:19:11 PDT 2009,NO_QUERY,sarahjo_love,funfunfun tonight!!! very pleasantly surprised! ,4,1
0,2227480795,Thu Jun 18 13:15:02 PDT 2009,NO_QUERY,nicolaclark,@wonder_nat The frustrating thing is you don't know if that prog is even recording. They always fail for me when it goes haywire. ,0,0
0,1995696647,Mon Jun 01 13:54:15 PDT 2009,NO_QUERY,Elfir,Twitter won't keep me signed in today. What a pain. ,0,0
0,2236629383,Fri Jun 19 04:10:17 PDT 2009,NO_QUERY,roxy214,eww dentist  I WANT MY BRACES OFF!!!!!!!!!!!!! NOW!!!!!!,0,0
0,1956159807,Thu May 28 21:18:15 PDT 2009,NO_QUERY,raykeenanqueen,http://twitpic.com/65xps - What happened baby?you're sleeping while you were studying?? Ibund miss you here  can't wait for tomorrow w ...,0,0
0,2286222207,Mon Jun 22 16:09:24 PDT 2009,NO_QUERY,riss_2u,Wishing we had a lighter tone at work sometimes.   ,0,0
4,1693325302,Sun May 03 22:12:21 PDT 2009,NO_QUERY,skipwood,@Saraishere shame on you ,4,1
4,1989747889,Mon Jun 01 02:40:07 PDT 2009,NO_QUERY,anambanana,@TomFelton TOM! Please say hi to me and to your fans in the Phlippines! I love you! ,4,1
4,2053579358,Sat Jun 06 05:02:31 PDT 2009,NO_QUERY,choyna,"even after all the rest. food i had the past wk, i still enjoy my coffeeshop food best ",4,1
0,2055165712,Sat Jun 06 08:49:21 PDT 2009,NO_QUERY,esmitty22,"@Sk_eterJones take me w/ u since @tazwube treats me like a step child now  my fam has been broken apart (pretends to cry, but face is dry)",0,0
4,1961633216,Fri May 29 09:48:20 PDT 2009,NO_QUERY,AlyciaGaye,running errands and then picking up my paycheck..YES!!! ,4,1
4,1550935931,Sat Apr 18 07:40:57 PDT 2009,NO_QUERY,Eclektic_type,I'm in class on a saturday....can you believe this shii???  I love it.,4,1
0,2064349108,Sun Jun 07 06:01:01 PDT 2009,NO_QUERY,BisforBAILEY,i hate how my best [ODP] friend is also my competition for playing time ,0,0
0,1980852831,Sun May 31 07:50:17 PDT 2009,NO_QUERY,jamescarr,@MarioAquino sorry man.. wasnt able to connect to twitter while in town last night. ,0,0
0,2013511585,Tue Jun 02 22:51:26 PDT 2009,NO_QUERY,JoshuaLandon,cleaned my room. getting ready to start preparations for leaving the state. maybe going to miami friday. exams tomorrow.   gnite twats.,0,0
4,1881593513,Fri May 22 05:04:37 PDT 2009,NO_QUERY,Yunichii,"Aaah, Friday  Sadly I don't have today off, so no long weekend for me",4,1
4,1795456443,Thu May 14 07:48:20 PDT 2009,NO_QUERY,tysrn,@Asian_Ladies hello there  how's Vegas?,4,1
0,2223608360,Thu Jun 18 08:29:22 PDT 2009,NO_QUERY,UrHrtShapedBox, I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.,0,0
0,2197671586,Tue Jun 16 14:58:18 PDT 2009,NO_QUERY,some_one25,I have MRI tomorrow ,0,0
0,1956984894,Thu May 28 23:12:02 PDT 2009,NO_QUERY,Chai_Bo,I miss Voobys! ,0,0
0,2224969025,Thu Jun 18 10:09:04 PDT 2009,NO_QUERY,scotzchick,That was NOT me. Cant delete just now cos am on ma mobile ,0,0
0,1557256547,Sun Apr 19 02:58:07 PDT 2009,NO_QUERY,PriscillaWise,"@mrskutcher It was scary what they were willing to do to get a pic, endangering my family &amp; others w crazy antics, reckless driving ",0,0
0,1969144095,Fri May 29 23:08:55 PDT 2009,NO_QUERY,lordobeer,hard drive on my computer died  ill deal with it 2ma lol,0,0
0,2246015504,Fri Jun 19 16:58:26 PDT 2009,NO_QUERY,KaramelFox,Dis is bad I cant believe this  but I think imma grow accustomed to it n das jus feelings now o n im still hopin with u,0,0
0,1825177942,Sun May 17 04:40:49 PDT 2009,NO_QUERY,J4TW,My hair looks so weird  Never go into an in-depth conversation with your hairdresser because you'll forget you have bleach in your hair.,0,0
4,2175922643,Mon Jun 15 02:23:29 PDT 2009,NO_QUERY,aido,@ADMAdirector Your own name ,4,1
0,1992722337,Mon Jun 01 09:13:00 PDT 2009,NO_QUERY,ohNiko,scotty is at the vets getting stitches  I'm in bed dealing with the fact I can't see you @chathre,0,0
4,1686756395,Sun May 03 06:39:39 PDT 2009,NO_QUERY,richontwitter,@minxieme sounds like fun ,4,1
0,1990283569,Mon Jun 01 04:26:04 PDT 2009,NO_QUERY,Hyena,really weird they have absolutely no news whatsoever. Must be terrible for the family and friends waiting ,0,0
4,1973312429,Sat May 30 10:54:22 PDT 2009,NO_QUERY,AshleyTyan,http://twitpic.com/69qwr - My mom &amp; I. Curly hair Hotties!   Lol,4,1
4,1984004199,Sun May 31 14:15:14 PDT 2009,NO_QUERY,daisy219,@Mystifyme666 Dunno but ETALK's tweeting about it  http://twitter.com/eTalkCTV,4,1
0,1551743302,Sat Apr 18 09:51:33 PDT 2009,NO_QUERY,michelish,@Nouya Sorry that you are having some troubles! ,0,0
0,1983822079,Sun May 31 13:54:14 PDT 2009,NO_QUERY,newO_nyboR,@Steffi__x my computer wont let me back on MSN!!! ,0,0
